Image Name,Average Temperature,Min Temperature,Max Temperature,Standard Deviation,25th Percentile,Median (50th Percentile),75th Percentile,IQR,Skewness,Kurtosis,Mode,class
98.78_Thermal_Image.jpg,24.82159045,20.03550296,32,2.710583628,23.37278107,24.18934911,27.10059172,3.727810651,0.166790068,-0.733819438,23.58579882,Sick
98.79_Thermal_Image.jpg,24.74196091,20.03550296,32,2.784058601,23.37278107,24.15384615,27.0295858,3.656804734,0.161890266,-0.760468929,23.58579882,Sick
98.7_Thermal_Image.jpg,26.65356786,21.03550296,33,2.100026912,25.29585799,26.85798817,28.17159763,2.875739645,-0.599117429,0.49547883,25.15384615,Sick
98.80_Thermal_Image.jpg,24.80181393,20.03550296,32,2.797356789,23.44378698,24.15384615,27.27810651,3.834319527,0.128779377,-0.809305307,23.55029586,Sick
98.81_Thermal_Image.jpg,25.25040606,20.04142012,34,3.165880745,23.81065089,24.47337278,27.82840237,4.017751479,0.17629276,-0.808573228,24.18343195,Sick
98.82_Thermal_Image.jpg,24.65834857,19.04142012,33,2.884758793,23.18343195,23.63905325,26.82840237,3.644970414,0.327190675,-0.304551824,23.18343195,Sick
98.83_Thermal_Image.jpg,24.97755798,19.04733728,35,3.585577224,23.35502959,24.53846154,28.18343195,4.828402367,-0.094474598,-0.891927002,23.78106509,Sick
98.84_Thermal_Image.jpg,24.98100398,20.03846154,33,3.285258699,22.03846154,25.11538462,27.84615385,5.807692308,-0.075698397,-1.237786778,20.03846154,Sick
98.85_Thermal_Image.jpg,24.88525091,20.03846154,33,3.346779841,22.03846154,24.5,27.80769231,5.769230769,0.112508159,-1.134617863,20.03846154,Sick
98.86_Thermal_Image.jpg,24.50794358,19.04142012,33,3.104499889,23.01775148,23.47337278,26.9112426,3.893491124,0.189644615,-0.583919347,23.01775148,Sick
98.87_Thermal_Image.jpg,24.28162095,19.04142012,33,3.255688492,22.93491124,23.47337278,26.99408284,4.059171598,0.086551552,-0.849972455,23.18343195,Sick
98.88_Thermal_Image.jpg,25.74371131,21.03550296,32.78698225,2.873967959,24.26627219,25.15384615,28.27810651,4.01183432,0.163002905,-0.909919335,21.03550296,Sick
98.89_Thermal_Image.jpg,25.25272956,20.03846154,33,3.203961453,22.96153846,24.84615385,28,5.038461538,0.020704902,-1.009458263,20.03846154,Sick
